Category,Date,No,Item,Size,Location,Classification,Price,Quantity,OPEX,Notes
APPAREL,13/11/2024,32,College of Science Shirt (blue/yellow),Medium,OUTSIDE,,375,1,,
APPAREL,13/11/2024,32,College of Science Shirt (blue/yellow),Large,INSIDE,,375,8,,
APPAREL,13/11/2024,32,College of Science Shirt (blue/yellow),Large,OUTSIDE,,375,1,,
APPAREL,13/11/2024,32,College of Science Shirt (blue/yellow),XL,INSIDE,,375,12,,
APPAREL,13/11/2024,32,College of Science Shirt (blue/yellow),XL,OUTSIDE,,375,1,,
APPAREL,13/11/2024,32,College of Science Shirt (blue/yellow),2XL,INSIDE,,375,7,,
APPAREL,13/11/2024,32,College of Science Shirt (blue/yellow),2XL,OUTSIDE,,375,3,,
APPAREL,13/11/2024,33,Tourism Shirt (green/blue),XS,INSIDE,,375,2,,
APPAREL,13/11/2024,33,Tourism Shirt (green/blue),Small,INSIDE,,375,7,,
APPAREL,13/11/2024,33,Tourism Shirt (green/blue),Small,OUTSIDE,,375,1,,
APPAREL,13/11/2024,33,Tourism Shirt (green/blue),Medium,OUTSIDE,,375,1,,
APPAREL,13/11/2024,33,Tourism Shirt (green/blue),Large,OUTSIDE,,375,3,,
APPAREL,13/11/2024,33,Tourism Shirt (green/blue),XL,INSIDE,,375,6,,
APPAREL,13/11/2024,33,Tourism Shirt (green/blue),XL,OUTSIDE,,375,2,,
APPAREL,13/11/2024,33,Tourism Shirt (green/blue),2XL,INSIDE,,375,2,,
APPAREL,13/11/2024,33,Tourism Shirt (green/blue),2XL,OUTSIDE,,375,1,,
APPAREL,13/11/2024,34,CICS Shirt (red/gray),XS,INSIDE,,375,2,,
APPAREL,13/11/2024,34,CICS Shirt (red/gray),XS,OUTSIDE,,375,3,,
APPAREL,13/11/2024,34,CICS Shirt (red/gray),Small,INSIDE,,375,6,,
APPAREL,13/11/2024,34,CICS Shirt (red/gray),Medium,INSIDE,,375,7,,
APPAREL,13/11/2024,34,CICS Shirt (red/gray),Medium,OUTSIDE,,375,1,,
APPAREL,13/11/2024,34,CICS Shirt (red/gray),Large,INSIDE,,375,7,,
APPAREL,13/11/2024,34,CICS Shirt (red/gray),Large,OUTSIDE,,375,2,,
APPAREL,13/11/2024,34,CICS Shirt (red/gray),XL,INSIDE,,375,7,,
APPAREL,13/11/2024,34,CICS Shirt (red/gray),XL,OUTSIDE,,375,1,,
APPAREL,13/11/2024,34,CICS Shirt (red/gray),2XL,INSIDE,,375,2,,
APPAREL,13/11/2024,34,CICS Shirt (red/gray),2XL,OUTSIDE,,375,3,,
APPAREL,13/11/2024,35,Engineering Shirt (black/gray),XS,INSIDE,,375,2,,
APPAREL,13/11/2024,35,Engineering Shirt (black/gray),XS,OUTSIDE,,375,2,,
APPAREL,13/11/2024,35,Engineering Shirt (black/gray),Small,INSIDE,,375,12,,
APPAREL,13/11/2024,35,Engineering Shirt (black/gray),Medium,INSIDE,,375,8,,
APPAREL,13/11/2024,35,Engineering Shirt (black/gray),Large,INSIDE,,375,4,,
APPAREL,13/11/2024,35,Engineering Shirt (black/gray),XL,INSIDE,,375,8,,
APPAREL,13/11/2024,35,Engineering Shirt (black/gray),2XL,INSIDE,,375,6,,
APPAREL,13/11/2024,36,Arts & Letters Shirt (blue/gray),Small,INSIDE,,375,10,,
APPAREL,13/11/2024,36,Arts & Letters Shirt (blue/gray),Small,OUTSIDE,,375,2,,
APPAREL,13/11/2024,36,Arts & Letters Shirt (blue/gray),Medium,INSIDE,,375,10,,
APPAREL,13/11/2024,36,Arts & Letters Shirt (blue/gray),Medium,OUTSIDE,,375,1,,
APPAREL,13/11/2024,36,Arts & Letters Shirt (blue/gray),Large,INSIDE,,375,9,,
APPAREL,13/11/2024,36,Arts & Letters Shirt (blue/gray),Large,OUTSIDE,,375,1,,
APPAREL,13/11/2024,36,Arts & Letters Shirt (blue/gray),XL,INSIDE,,375,9,,
APPAREL,13/11/2024,36,Arts & Letters Shirt (blue/gray),XL,OUTSIDE,,375,1,,
APPAREL,13/11/2024,36,Arts & Letters Shirt (blue/gray),2XL,INSIDE,,375,3,,
APPAREL,13/11/2024,36,Arts & Letters Shirt (blue/gray),2XL,OUTSIDE,,375,4,,
APPAREL,13/11/2024,37,Architecture (maroon/yellow),XS,INSIDE,,375,3,,
APPAREL,13/11/2024,37,Architecture (maroon/yellow),XS,OUTSIDE,,375,4,,
APPAREL,13/11/2024,37,Architecture (maroon/yellow),Small,INSIDE,,375,13,,
APPAREL,13/11/2024,37,Architecture (maroon/yellow),Small,OUTSIDE,,375,5,,
APPAREL,13/11/2024,37,Architecture (maroon/yellow),Medium,INSIDE,,375,13,,
APPAREL,13/11/2024,37,Architecture (maroon/yellow),Large,INSIDE,,375,13,,
APPAREL,13/11/2024,37,Architecture (maroon/yellow),Large,OUTSIDE,,375,2,,
APPAREL,13/11/2024,37,Architecture (maroon/yellow),XL,INSIDE,,375,14,,
APPAREL,13/11/2024,37,Architecture (maroon/yellow),XL,OUTSIDE,,375,2,,
APPAREL,13/11/2024,37,Architecture (maroon/yellow),2XL,INSIDE,,375,3,,
APPAREL,13/11/2024,37,Architecture (maroon/yellow),2XL,OUTSIDE,,375,2,,
APPAREL,13/11/2024,38,Commerce Shirt (black /yellow),XS,INSIDE,,375,2,,
APPAREL,13/11/2024,38,Commerce Shirt (black /yellow),XS,OUTSIDE,,375,1,,
APPAREL,13/11/2024,38,Commerce Shirt (black /yellow),Small,INSIDE,,375,5,,
APPAREL,13/11/2024,38,Commerce Shirt (black /yellow),Medium,INSIDE,,375,5,,
APPAREL,13/11/2024,38,Commerce Shirt (black /yellow),Large,INSIDE,,375,3,,
APPAREL,13/11/2024,38,Commerce Shirt (black /yellow),Large,OUTSIDE,,375,1,,
APPAREL,13/11/2024,38,Commerce Shirt (black /yellow),XL,INSIDE,,375,7,,
APPAREL,13/11/2024,38,Commerce Shirt (black /yellow),2XL,INSIDE,,375,1,,
APPAREL,13/11/2024,39,Pharmacy Shirt (vilolet/yellow),XS,INSIDE,,375,2,,
APPAREL,13/11/2024,39,Pharmacy Shirt (vilolet/yellow),Small,INSIDE,,375,11,,
APPAREL,13/11/2024,39,Pharmacy Shirt (vilolet/yellow),Small,OUTSIDE,,375,1,,
APPAREL,13/11/2024,39,Pharmacy Shirt (vilolet/yellow),Medium,INSIDE,,375,5,,
APPAREL,13/11/2024,39,Pharmacy Shirt (vilolet/yellow),Medium,OUTSIDE,,375,1,,
APPAREL,13/11/2024,39,Pharmacy Shirt (vilolet/yellow),Large,INSIDE,,375,6,,
APPAREL,13/11/2024,39,Pharmacy Shirt (vilolet/yellow),Large,OUTSIDE,,375,5,,
APPAREL,13/11/2024,39,Pharmacy Shirt (vilolet/yellow),XL,INSIDE,,375,10,,
APPAREL,13/11/2024,39,Pharmacy Shirt (vilolet/yellow),XL,OUTSIDE,,375,1,,
APPAREL,13/11/2024,39,Pharmacy Shirt (vilolet/yellow),2XL,INSIDE,,375,6,,
APPAREL,13/11/2024,39,Pharmacy Shirt (vilolet/yellow),2XL,OUTSIDE,,375,2,,
APPAREL,13/11/2024,40,Fine Arts Shirt (maroon/green),Small,OUTSIDE,,375,3,,
APPAREL,13/11/2024,40,Fine Arts Shirt (maroon/green),Medium,OUTSIDE,,375,1,,
APPAREL,13/11/2024,40,Fine Arts Shirt (maroon/green),XL,OUTSIDE,,375,7,,
APPAREL,13/11/2024,40,Fine Arts Shirt (maroon/green),2XL,OUTSIDE,,375,3,,
APPAREL,13/11/2024,41,3 Color Polo Shirt,Small,INSIDE,,800,13,,
APPAREL,13/11/2024,41,3 Color Polo Shirt,Medium,INSIDE,,800,24,,
APPAREL,13/11/2024,41,3 Color Polo Shirt,Large,INSIDE,,800,7,,
APPAREL,13/11/2024,41,3 Color Polo Shirt,XL,INSIDE,,800,18,,
APPAREL,13/11/2024,41,3 Color Polo Shirt,2XL,INSIDE,,800,1,,
APPAREL,13/11/2024,42,2 Color Polo Shirt (white w/black sleeves),Small,INSIDE,,800,20,,
APPAREL,13/11/2024,42,2 Color Polo Shirt (white w/black sleeves),Medium,INSIDE,,800,17,,
APPAREL,13/11/2024,42,2 Color Polo Shirt (white w/black sleeves),Large,INSIDE,,800,7,,
APPAREL,13/11/2024,42,2 Color Polo Shirt (white w/black sleeves),XL,INSIDE,,800,14,,
APPAREL,13/11/2024,42,2 Color Polo Shirt (white w/black sleeves),2XL,INSIDE,,800,30,,
APPAREL,13/11/2024,43,2 Color Polo Shirt (white w/yellow sleeves),Small,INSIDE,,800,13,,
APPAREL,13/11/2024,43,2 Color Polo Shirt (white w/yellow sleeves),Medium,INSIDE,,800,10,,
APPAREL,13/11/2024,43,2 Color Polo Shirt (white w/yellow sleeves),Large,INSIDE,,800,4,,
APPAREL,13/11/2024,43,2 Color Polo Shirt (white w/yellow sleeves),XL,INSIDE,,800,50,,
APPAREL,13/11/2024,43,2 Color Polo Shirt (white w/yellow sleeves),2XL,INSIDE,,800,28,,
APPAREL,13/11/2024,44,2 Color Polo Shirt (white w/yellow collar),Small,INSIDE,,800,16,,
APPAREL,13/11/2024,44,2 Color Polo Shirt (white w/yellow collar),Large,INSIDE,,800,45,,
APPAREL,13/11/2024,44,2 Color Polo Shirt (white w/yellow collar),XL,INSIDE,,800,49,,
APPAREL,13/11/2024,44,2 Color Polo Shirt (white w/yellow collar),2XL,INSIDE,,800,28,,
APPAREL,13/11/2024,45,2  Color Polo Shirt (white w/black collar),Small,INSIDE,,800,20,,
APPAREL,13/11/2024,45,2  Color Polo Shirt (white w/black collar),Medium,INSIDE,,800,7,,
APPAREL,13/11/2024,45,2  Color Polo Shirt (white w/black collar),Large,INSIDE,,800,13,,
APPAREL,13/11/2024,45,2  Color Polo Shirt (white w/black collar),XL,INSIDE,,800,49,,
APPAREL,13/11/2024,45,2  Color Polo Shirt (white w/black collar),2XL,INSIDE,,800,30,,
APPAREL,13/11/2024,46,2 Color Polo Shirt (white w/black top w/yellow line),Small,INSIDE,,800,20,,
APPAREL,13/11/2024,46,2 Color Polo Shirt (white w/black top w/yellow line),Medium,INSIDE,,800,11,,
APPAREL,13/11/2024,46,2 Color Polo Shirt (white w/black top w/yellow line),Large,INSIDE,,800,10,,
APPAREL,13/11/2024,46,2 Color Polo Shirt (white w/black top w/yellow line),XL,INSIDE,,800,8,,
APPAREL,13/11/2024,46,2 Color Polo Shirt (white w/black top w/yellow line),2XL,INSIDE,,800,29,,
APPAREL,13/11/2024,47,2 Color Polo Shirt (yellow w/black collar),Small,INSIDE,,800,17,,
APPAREL,13/11/2024,47,2 Color Polo Shirt (yellow w/black collar),Medium,INSIDE,,800,19,,
APPAREL,13/11/2024,47,2 Color Polo Shirt (yellow w/black collar),Large,INSIDE,,800,13,,
APPAREL,13/11/2024,47,2 Color Polo Shirt (yellow w/black collar),XL,INSIDE,,800,11,,
APPAREL,13/11/2024,47,2 Color Polo Shirt (yellow w/black collar),2XL,INSIDE,,800,30,,
APPAREL,13/11/2024,48,2 Color Polo Shirt (tiger pattern color),Small,OUTSIDE,,800,1,,
APPAREL,13/11/2024,48,2 Color Polo Shirt (tiger pattern color),Medium,OUTSIDE,,800,9,,
APPAREL,13/11/2024,48,2 Color Polo Shirt (tiger pattern color),Large,OUTSIDE,,800,14,,
APPAREL,13/11/2024,48,2 Color Polo Shirt (tiger pattern color),XL,OUTSIDE,,800,6,,
APPAREL,13/11/2024,49,White Polo Shirt w/ black scratch,Small,OUTSIDE,,800,3,,
APPAREL,13/11/2024,49,White Polo Shirt w/ black scratch,Medium,OUTSIDE,,800,4,,
APPAREL,13/11/2024,49,White Polo Shirt w/ black scratch,Large,OUTSIDE,,800,9,,
APPAREL,13/11/2024,49,White Polo Shirt w/ black scratch,XL,OUTSIDE,,800,9,,
APPAREL,13/11/2024,49,White Polo Shirt w/ black scratch,2XL,OUTSIDE,,800,1,,
APPAREL,13/11/2024,50,Yellow Polo Shirt w/ black scratch,Small,OUTSIDE,,800,8,,
APPAREL,13/11/2024,50,Yellow Polo Shirt w/ black scratch,Large,OUTSIDE,,800,1,,
APPAREL,13/11/2024,51,Subli 2 Color Polo Shirt (big tiger face infront),Small,INSIDE,,860,29,,
APPAREL,13/11/2024,51,Subli 2 Color Polo Shirt (big tiger face infront),XS,OUTSIDE,,860,5,,
APPAREL,13/11/2024,51,Subli 2 Color Polo Shirt (big tiger face infront),Medium,INSIDE,,860,47,,
APPAREL,13/11/2024,51,Subli 2 Color Polo Shirt (big tiger face infront),Small,OUTSIDE,,860,5,,
APPAREL,13/11/2024,51,Subli 2 Color Polo Shirt (big tiger face infront),Large,INSIDE,,860,10,,
APPAREL,13/11/2024,51,Subli 2 Color Polo Shirt (big tiger face infront),Medium,OUTSIDE,,860,5,,
APPAREL,13/11/2024,51,Subli 2 Color Polo Shirt (big tiger face infront),Large,OUTSIDE,,860,13,,
APPAREL,13/11/2024,51,Subli 2 Color Polo Shirt (big tiger face infront),XL,OUTSIDE,,860,2,,
APPAREL,13/11/2024,52,Subli 2 Color Polo Shirt (yellow/black w/white line),Medium,OUTSIDE,,860,11,,
APPAREL,13/11/2024,52,Subli 2 Color Polo Shirt (yellow/black w/white line),Large,OUTSIDE,,860,9,,
APPAREL,13/11/2024,52,Subli 2 Color Polo Shirt (yellow/black w/white line),XL,OUTSIDE,,860,11,,
APPAREL,13/11/2024,53,Subli 2 Color Polo Shirt (w/black line),Medium,OUTSIDE,,860,11,,
APPAREL,13/11/2024,53,Subli 2 Color Polo Shirt (w/black line),Large,OUTSIDE,,860,11,,
APPAREL,13/11/2024,53,Subli 2 Color Polo Shirt (w/black line),XL,OUTSIDE,,860,17,,
APPAREL,13/11/2024,54,Subli Polo Shirt,Medium,OUTSIDE,,860,3,,
APPAREL,13/11/2024,,(white/black/yellow line design),Large,OUTSIDE,,,13,,
APPAREL,13/11/2024,,w/ black collar,XL,OUTSIDE,,,7,,
APPAREL,13/11/2024,55,Subli Yellow/White Shirt w/ Black Sleeves,XL,OUTSIDE,,860,2,,
APPAREL,13/11/2024,56,Subli Yellow/Black w/ Yellow Collar,Large,OUTSIDE,,860,3,,
APPAREL,13/11/2024,56,Subli Yellow/Black w/ Yellow Collar,XL,OUTSIDE,,860,3,,
APPAREL,13/11/2024,57,New Yellow Growling Shirt,Medium,INSIDE,,900,1,,
APPAREL,13/11/2024,57,New Yellow Growling Shirt,Large,INSIDE,,900,3,,
APPAREL,13/11/2024,57,New Yellow Growling Shirt,XL,INSIDE,,900,3,,
APPAREL,13/11/2024,57,New Yellow Growling Shirt,3XL,INSIDE,,900,2,,
APPAREL,13/11/2024,58,New Yellow Growling Shirt (basketball),XS,INSIDE,,900,3,,
APPAREL,13/11/2024,58,New Yellow Growling Shirt (basketball),Small,INSIDE,,900,2,,
APPAREL,13/11/2024,58,New Yellow Growling Shirt (basketball),Medium,INSIDE,,900,9,,
APPAREL,13/11/2024,58,New Yellow Growling Shirt (basketball),Medium,OUTSIDE,,900,1,,
APPAREL,13/11/2024,58,New Yellow Growling Shirt (basketball),Large,INSIDE,,900,6,,
APPAREL,13/11/2024,58,New Yellow Growling Shirt (basketball),XL,INSIDE,,900,10,,
APPAREL,13/11/2024,58,New Yellow Growling Shirt (basketball),XL,OUTSIDE,,900,2,,
APPAREL,13/11/2024,58,New Yellow Growling Shirt (basketball),2XL,INSIDE,,900,2,,
APPAREL,13/11/2024,58,New Yellow Growling Shirt (basketball),3XL,INSIDE,,900,2,,
APPAREL,13/11/2024,59,New Yellow 1611 Growling Shirt,Small,INSIDE,,900,6,,
APPAREL,13/11/2024,59,New Yellow 1611 Growling Shirt,Medium,INSIDE,,900,5,,
APPAREL,13/11/2024,59,New Yellow 1611 Growling Shirt,Large,INSIDE,,900,7,,
APPAREL,13/11/2024,59,New Yellow 1611 Growling Shirt,XL,INSIDE,,900,9,,
APPAREL,13/11/2024,59,New Yellow 1611 Growling Shirt,2XL,INSIDE,,900,4,,
APPAREL,13/11/2024,59,New Yellow 1611 Growling Shirt,3XL,INSIDE,,900,2,,
APPAREL,13/11/2024,60,New Yellow 1611 Oat Shirt,Medium,INSIDE,,900,1,,
APPAREL,13/11/2024,60,New Yellow 1611 Oat Shirt,Large,INSIDE,,900,1,,
APPAREL,13/11/2024,60,New Yellow 1611 Oat Shirt,XL,INSIDE,,900,6,,
APPAREL,13/11/2024,60,New Yellow 1611 Oat Shirt,2XL,INSIDE,,900,7,,
APPAREL,13/11/2024,60,New Yellow 1611 Oat Shirt,3XL,INSIDE,,900,3,,
APPAREL,13/11/2024,61,Black Volleyball Shirt,XS,INSIDE,,900,2,,
APPAREL,13/11/2024,61,Black Volleyball Shirt,Small,INSIDE,,900,4,,
APPAREL,13/11/2024,61,Black Volleyball Shirt,Medium,INSIDE,,900,4,,
APPAREL,13/11/2024,61,Black Volleyball Shirt,Large,INSIDE,,900,6,,
APPAREL,13/11/2024,61,Black Volleyball Shirt,XL,INSIDE,,900,3,,
APPAREL,13/11/2024,61,Black Volleyball Shirt,2XL,INSIDE,,900,6,,
APPAREL,13/11/2024,61,Black Volleyball Shirt,3XL,INSIDE,,900,3,,
APPAREL,13/11/2024,62,JUC Corp Jacket,Small,INSIDE,,1900,2,,
APPAREL,13/11/2024,62,JUC Corp Jacket,Large,INSIDE,,1900,4,,
APPAREL,13/11/2024,62,JUC Corp Jacket,XL,INSIDE,,1900,3,,
APPAREL,13/11/2024,62,JUC Corp Jacket,2Xl,INSIDE,,1900,4,,
APPAREL,13/11/2024,63,JUC Bomber Jacket,Medium,OUTSIDE,,1900,7,,
APPAREL,13/11/2024,63,JUC Bomber Jacket,Large,OUTSIDE,,1900,14,,
APPAREL,13/11/2024,63,JUC Bomber Jacket,XL,OUTSIDE,,1900,18,,
APPAREL,13/11/2024,63,JUC Bomber Jacket,2XL,OUTSIDE,,1900,11,,
APPAREL,13/11/2024,63,JUC Bomber Jacket,3XL,OUTSIDE,,1900,6,,
APPAREL,13/11/2024,64,JUC Black Jacket w/ red inside,Large,INSIDE,,1900,44,,
APPAREL,13/11/2024,65,Yellow Shirt (tiger head print infront),XS,OUTSIDE,,700,1,,
APPAREL,13/11/2024,65,Yellow Shirt (tiger head print infront),XL,OUTSIDE,,700,2,,
APPAREL,13/11/2024,66,Yellow Shirt Volleyball,XS,OUTSIDE,,700,4,,
APPAREL,13/11/2024,66,Yellow Shirt Volleyball,Small,OUTSIDE,,700,2,,
APPAREL,13/11/2024,66,Yellow Shirt Volleyball,Medium,OUTSIDE,,700,2,,
APPAREL,13/11/2024,66,Yellow Shirt Volleyball,Large,OUTSIDE,,700,1,,
APPAREL,13/11/2024,66,Yellow Shirt Volleyball,XL,OUTSIDE,,700,4,,
APPAREL,13/11/2024,66,Yellow Shirt Volleyball,2XL,OUTSIDE,,700,3,,
APPAREL,13/11/2024,66,Yellow Shirt Volleyball,3XL,OUTSIDE,,700,2,,
APPAREL,13/11/2024,68,Yellow Shirt Big Tiger Print Infront,Small,OUTSIDE,,600,5,,
APPAREL,13/11/2024,68,Yellow Shirt Big Tiger Print Infront,Medium,OUTSIDE,,600,2,,
APPAREL,13/11/2024,68,Yellow Shirt Big Tiger Print Infront,Large,OUTSIDE,,600,11,,
APPAREL,13/11/2024,68,Yellow Shirt Big Tiger Print Infront,XL,OUTSIDE,,600,9,,
APPAREL,13/11/2024,68,Yellow Shirt Big Tiger Print Infront,2XL,OUTSIDE,,600,3,,
APPAREL,13/11/2024,69,White Shirt (script lettering),3XL,OUTSIDE,,500,5,,
APPAREL,13/11/2024,70,White Shirt (tiger picture),2XL,OUTSIDE,,500,2,,
APPAREL,13/11/2024,70,White Shirt (tiger picture),3XL,OUTSIDE,,500,7,,
NON-APPAREL,01/11/2024,1,Power Bank (display included),,,Small White,2000,10,,
NON-APPAREL,01/11/2024,2,Power Bank (display included),,,Small Black,2000,9,,
NON-APPAREL,01/11/2024,3,Power Bank (display included),,,Big White,2000,8,,
NON-APPAREL,01/11/2024,4,Power Bank (display included),,,Big Black,2000,10,,
NON-APPAREL,01/11/2024,5,Charger (display included),,,TA U15 C-L SET,1200,25,,
NON-APPAREL,01/11/2024,6,Charger (display included),,,TA U15 C-C SET,1200,24,,
NON-APPAREL,01/11/2024,7,Charger (display included),,,TA U206 PRO SET (TYPE C),1200,24,,
NON-APPAREL,01/11/2024,8,Charger (display included),,,TA U206 PRO SET (IPHONE),1000,25,,
NON-APPAREL,01/11/2024,9,Charger (display included),,,TA UI SET A-C (TYPE C),600,25,,
NON-APPAREL,01/11/2024,10,Charger (display included),,,TA UI SET (MICRO),700,24,,
NON-APPAREL,01/11/2024,11,Charger (display included),,,TA UI SET A-L (IPHONE),600,25,,
NON-APPAREL,01/11/2024,12,Charger (display included),,,TA U2 SET BLACK,700,24,,
NON-APPAREL,01/11/2024,13,Charger (display included),,,TA U2 SET PINK,700,25,,
NON-APPAREL,01/11/2024,14,Varsity Sticker,,,,150,83,,
NON-APPAREL,01/11/2024,15,Ballpen (display included),,,,30,233,,
NON-APPAREL,01/11/2024,16,New Freshman Kit,,,,850,39,,
NON-APPAREL,01/11/2024,17,Yellow Aquaflask (display included),,,,1200,16,,
NON-APPAREL,01/11/2024,18,Black  Aquaflask (display included),,,,1200,33,,
NON-APPAREL,01/11/2024,19,Black Laptop Bag,,,,1450,1,,
NON-APPAREL,01/11/2024,20,Yelow Laptop Bag,,,,1450,6,,
NON-APPAREL,01/11/2024,21,Forward Back Pack,,,,1750,15,,
NON-APPAREL,01/11/2024,22,New Umbrella,,,,350,90,,
NON-APPAREL,01/11/2024,23,Black UST Tote Bag,,,,350,97,,
NON-APPAREL,01/11/2024,24,Utensils ( display included),,,,250,53,,
NON-APPAREL,01/11/2024,25,Orange Sash (display included),,,,500,32,,
NON-APPAREL,01/11/2024,26,New Baller,,,,150,50,,
NON-APPAREL,01/11/2024,27,New Keychain,,,,150,50,,
NON-APPAREL,01/11/2024,28,New Scarves,,,,500,50,,
NON-APPAREL,01/11/2024,29,UST College Lanyard (display included),,,,140,471,,
NON-APPAREL,01/11/2024,30,Ust Generic Lanyard (display included),,,,140,53,,
NON-APPAREL,01/11/2024,31,Ballpen w/ Box,,,,350,256,,
NON-APPAREL,01/11/2024,32,Bucket Hat (display included),,,,200,140,,
NON-APPAREL,01/11/2024,33,Yellow/Black Lanyard,,,,190,471,,
NON-APPAREL,01/11/2024,34,Yellow Lanyard,,,,180,293,,
NON-APPAREL,01/11/2024,35,Black Lanyard,,,,180,310,,
NON-APPAREL,01/11/2024,36,Paperweight,,,,330,37,,
NON-APPAREL,01/11/2024,37,Black Golf Umbrella,,,,650,96,,
NON-APPAREL,01/11/2024,38,Yellow Gold Umbrella,,,,650,73,,
NON-APPAREL,01/11/2024,39,Small Tiger (display Included),,,,,86,,
NON-APPAREL,01/11/2024,40,Big Tiger (display Included),,,,,28,,
APPAREL,02/12/2024,1,Black Sporty Sweatshirt,XS,INSIDE,,1450,29,,
APPAREL,02/12/2024,1,Black Sporty Sweatshirt,XS,OUTSIDE,,1450,1,,
APPAREL,02/12/2024,1,Black Sporty Sweatshirt,Small,INSIDE,,1450,39,,
APPAREL,02/12/2024,1,Black Sporty Sweatshirt,Small,OUTSIDE,,1450,11,,
APPAREL,02/12/2024,1,Black Sporty Sweatshirt,Medium,INSIDE,,1450,17,,
APPAREL,02/12/2024,1,Black Sporty Sweatshirt,Medium,OUTSIDE,,1450,7,,
APPAREL,02/12/2024,1,Black Sporty Sweatshirt,Large,INSIDE,,1450,0,,
APPAREL,02/12/2024,1,Black Sporty Sweatshirt,Large,OUTSIDE,,1450,0,,
APPAREL,02/12/2024,1,Black Sporty Sweatshirt,XL,INSIDE,,1450,3,,
APPAREL,02/12/2024,1,Black Sporty Sweatshirt,XL,OUTSIDE,,1450,0,,
APPAREL,02/12/2024,1,Black Sporty Sweatshirt,2XL,INSIDE,,1450,42,,
APPAREL,02/12/2024,1,Black Sporty Sweatshirt,2XL,OUTSIDE,,1450,7,,
APPAREL,02/12/2024,2,Gray and Black Sporty Sweatshirt,XS,INSIDE,,1450,34,,
APPAREL,02/12/2024,2,Gray and Black Sporty Sweatshirt,XS,OUTSIDE,,1450,1,,
APPAREL,02/12/2024,2,Gray and Black Sporty Sweatshirt,Small,INSIDE,,1450,29,,
APPAREL,02/12/2024,2,Gray and Black Sporty Sweatshirt,Small,OUTSIDE,,1450,1,,
APPAREL,02/12/2024,2,Gray and Black Sporty Sweatshirt,Medium,INSIDE,,1450,30,,
APPAREL,02/12/2024,2,Gray and Black Sporty Sweatshirt,Medium,OUTSIDE,,1450,1,,
APPAREL,02/12/2024,2,Gray and Black Sporty Sweatshirt,Large,INSIDE,,1450,24,,
APPAREL,02/12/2024,2,Gray and Black Sporty Sweatshirt,Large,OUTSIDE,,1450,1,,
APPAREL,02/12/2024,2,Gray and Black Sporty Sweatshirt,XL,INSIDE,,1450,23,,
APPAREL,02/12/2024,2,Gray and Black Sporty Sweatshirt,XL,OUTSIDE,,1450,0,,
APPAREL,02/12/2024,2,Gray and Black Sporty Sweatshirt,2XL,INSIDE,,1450,15,,
APPAREL,02/12/2024,2,Gray and Black Sporty Sweatshirt,2XL,OUTSIDE,,1450,0,,
APPAREL,02/12/2024,3,Gray and White Sporty Sweatshirt,XS,INSIDE,,1450,27,,
APPAREL,02/12/2024,3,Gray and White Sporty Sweatshirt,XS,OUTSIDE,,1450,0,,
APPAREL,02/12/2024,3,Gray and White Sporty Sweatshirt,Small,INSIDE,,1450,28,,
APPAREL,02/12/2024,3,Gray and White Sporty Sweatshirt,Small,OUTSIDE,,1450,1,,
APPAREL,02/12/2024,3,Gray and White Sporty Sweatshirt,Medium,INSIDE,,1450,25,,
APPAREL,02/12/2024,3,Gray and White Sporty Sweatshirt,Medium,OUTSIDE,,1450,0,,
APPAREL,02/12/2024,3,Gray and White Sporty Sweatshirt,Large,INSIDE,,1450,22,,
APPAREL,02/12/2024,3,Gray and White Sporty Sweatshirt,Large,OUTSIDE,,1450,3,,
APPAREL,02/12/2024,3,Gray and White Sporty Sweatshirt,XL,INSIDE,,1450,20,,
APPAREL,02/12/2024,3,Gray and White Sporty Sweatshirt,XL,OUTSIDE,,1450,2,,
APPAREL,02/12/2024,3,Gray and White Sporty Sweatshirt,2XL,INSIDE,,1450,10,,
APPAREL,02/12/2024,3,Gray and White Sporty Sweatshirt,2XL,OUTSIDE,,1450,1,,
APPAREL,02/12/2024,4,Windbreaker,Large,INSIDE,,1650,12,2,
APPAREL,02/12/2024,4,Windbreaker,Large,OUTSIDE,,1650,8,2,
APPAREL,02/12/2024,4,Windbreaker,XL,INSIDE,,1650,5,,
APPAREL,02/12/2024,4,Windbreaker,XL,OUTSIDE,,1650,8,,
APPAREL,02/12/2024,5,Black Oat Hoodie,Small,INSIDE,,1450,6,,
APPAREL,02/12/2024,5,Black Oat Hoodie,Small,OUTSIDE,,1450,5,,
APPAREL,02/12/2024,5,Black Oat Hoodie,Medium,INSIDE,,1450,18,,
APPAREL,02/12/2024,5,Black Oat Hoodie,Medium,OUTSIDE,,1450,4,,
APPAREL,02/12/2024,5,Black Oat Hoodie,Large,INSIDE,,1450,11,,
APPAREL,02/12/2024,5,Black Oat Hoodie,Large,OUTSIDE,,1450,6,,
APPAREL,02/12/2024,5,Black Oat Hoodie,XL,INSIDE,,1450,12,,
APPAREL,02/12/2024,5,Black Oat Hoodie,XL,OUTSIDE,,1450,4,,
APPAREL,02/12/2024,5,Black Oat Hoodie,2XL,INSIDE,,1450,14,,
APPAREL,02/12/2024,5,Black Oat Hoodie,2XL,OUTSIDE,,1450,4,,
APPAREL,02/12/2024,6,Gray Oat Hoodie,Medium,INSIDE,,1450,0,,
APPAREL,02/12/2024,6,Gray Oat Hoodie,Medium,OUTSIDE,,1450,4,,
