Category,Date,No,Item,Size,Location,Classification,Price,Quantity,OPEX,Notes,canonical_item_name
APPAREL,2025-01-08,1.0,Black Sporty Sweatshirt,2XL,INSIDE,,1450.0,39.0,,,Black Sporty Sweatshirt
APPAREL,2025-01-08,1.0,Black Sporty Sweatshirt,2XL,OUTSIDE,,1450.0,3.0,,,Black Sporty Sweatshirt
APPAREL,2025-01-08,2.0,Gray and Black Sporty Sweatshirt,XS,INSIDE,,1450.0,34.0,,,Gray and Black Sporty Sweatshirt
APPAREL,2025-01-08,2.0,Gray and Black Sporty Sweatshirt,XS,OUTSIDE,,1450.0,0.0,,,Gray and Black Sporty Sweatshirt
APPAREL,2025-01-08,2.0,Gray and Black Sporty Sweatshirt,Small,INSIDE,,1450.0,29.0,,,Gray and Black Sporty Sweatshirt
APPAREL,2025-01-08,2.0,Gray and Black Sporty Sweatshirt,Small,OUTSIDE,,1450.0,0.0,,,Gray and Black Sporty Sweatshirt
APPAREL,2025-01-08,2.0,Gray and Black Sporty Sweatshirt,Medium,INSIDE,,1450.0,28.0,,,Gray and Black Sporty Sweatshirt
APPAREL,2025-01-08,2.0,Gray and Black Sporty Sweatshirt,Medium,OUTSIDE,,1450.0,2.0,,,Gray and Black Sporty Sweatshirt
APPAREL,2025-01-08,2.0,Gray and Black Sporty Sweatshirt,Large,INSIDE,,1450.0,23.0,,,Gray and Black Sporty Sweatshirt
APPAREL,2025-01-08,2.0,Gray and Black Sporty Sweatshirt,Large,OUTSIDE,,1450.0,1.0,,,Gray and Black Sporty Sweatshirt
APPAREL,2025-01-08,2.0,Gray and Black Sporty Sweatshirt,XL,INSIDE,,1450.0,22.0,,,Gray and Black Sporty Sweatshirt
APPAREL,2025-01-08,2.0,Gray and Black Sporty Sweatshirt,XL,OUTSIDE,,1450.0,1.0,,,Gray and Black Sporty Sweatshirt
APPAREL,2025-01-08,2.0,Gray and Black Sporty Sweatshirt,2XL,INSIDE,,1450.0,15.0,,,Gray and Black Sporty Sweatshirt
APPAREL,2025-01-08,2.0,Gray and Black Sporty Sweatshirt,2XL,OUTSIDE,,1450.0,0.0,,,Gray and Black Sporty Sweatshirt
APPAREL,2025-01-08,3.0,Gray and White Sporty Sweatshirt,XS,INSIDE,,1450.0,27.0,,,Gray and White Sporty Sweatshirt
APPAREL,2025-01-08,3.0,Gray and White Sporty Sweatshirt,XS,OUTSIDE,,1450.0,0.0,,,Gray and White Sporty Sweatshirt
APPAREL,2025-01-08,3.0,Gray and White Sporty Sweatshirt,Small,INSIDE,,1450.0,28.0,,,Gray and White Sporty Sweatshirt
APPAREL,2025-01-08,3.0,Gray and White Sporty Sweatshirt,Small,OUTSIDE,,1450.0,0.0,,,Gray and White Sporty Sweatshirt
APPAREL,2025-01-08,3.0,Gray and White Sporty Sweatshirt,Medium,INSIDE,,1450.0,23.0,,,Gray and White Sporty Sweatshirt
APPAREL,2025-01-08,3.0,Gray and White Sporty Sweatshirt,Medium,OUTSIDE,,1450.0,2.0,,,Gray and White Sporty Sweatshirt
APPAREL,2025-01-08,3.0,Gray and White Sporty Sweatshirt,Large,INSIDE,,1450.0,18.0,,,Gray and White Sporty Sweatshirt
APPAREL,2025-01-08,3.0,Gray and White Sporty Sweatshirt,Large,OUTSIDE,,1450.0,4.0,,,Gray and White Sporty Sweatshirt
APPAREL,2025-01-08,3.0,Gray and White Sporty Sweatshirt,XL,INSIDE,,1450.0,18.0,,,Gray and White Sporty Sweatshirt
APPAREL,2025-01-08,3.0,Gray and White Sporty Sweatshirt,XL,OUTSIDE,,1450.0,2.0,,,Gray and White Sporty Sweatshirt
APPAREL,2025-01-08,3.0,Gray and White Sporty Sweatshirt,2XL,INSIDE,,1450.0,10.0,,,Gray and White Sporty Sweatshirt
APPAREL,2025-01-08,3.0,Gray and White Sporty Sweatshirt,2XL,OUTSIDE,,1450.0,0.0,,,Gray and White Sporty Sweatshirt
APPAREL,2025-01-08,4.0,Windbreaker,Large,INSIDE,,1650.0,20.0,,,Windbreaker
APPAREL,2025-01-08,4.0,Windbreaker,Large,OUTSIDE,,1650.0,0.0,,,Windbreaker
APPAREL,2025-01-08,4.0,Windbreaker,XL,INSIDE,,1650.0,19.0,,,Windbreaker
APPAREL,2025-01-08,4.0,Windbreaker,XL,OUTSIDE,,1650.0,0.0,,,Windbreaker
APPAREL,2025-01-08,5.0,Black Oat Hoodie,Small,INSIDE,,1450.0,0.0,,,Black Oat Hoodie
APPAREL,2025-01-08,5.0,Black Oat Hoodie,Small,OUTSIDE,,1450.0,8.0,,,Black Oat Hoodie
APPAREL,2025-01-08,5.0,Black Oat Hoodie,Medium,INSIDE,,1450.0,0.0,,,Black Oat Hoodie
APPAREL,2025-01-08,5.0,Black Oat Hoodie,Medium,OUTSIDE,,1450.0,5.0,,,Black Oat Hoodie
APPAREL,2025-01-08,5.0,Black Oat Hoodie,Large,INSIDE,,1450.0,0.0,,,Black Oat Hoodie
APPAREL,2025-01-08,5.0,Black Oat Hoodie,Large,OUTSIDE,,1450.0,4.0,,,Black Oat Hoodie
APPAREL,2025-01-08,5.0,Black Oat Hoodie,XL,INSIDE,,1450.0,0.0,,,Black Oat Hoodie
APPAREL,2025-01-08,5.0,Black Oat Hoodie,XL,OUTSIDE,,1450.0,5.0,,,Black Oat Hoodie
APPAREL,2025-01-08,5.0,Black Oat Hoodie,2XL,INSIDE,,1450.0,2.0,,,Black Oat Hoodie
APPAREL,2025-01-08,5.0,Black Oat Hoodie,2XL,OUTSIDE,,1450.0,2.0,,,Black Oat Hoodie
APPAREL,2025-01-08,6.0,Gray Oat Hoodie,Small,INSIDE,,1450.0,15.0,,,Gray Oat Hoodie
APPAREL,2025-01-08,6.0,Gray Oat Hoodie,Small,OUTSIDE,,1450.0,0.0,,,Gray Oat Hoodie
APPAREL,2025-01-08,6.0,Gray Oat Hoodie,Medium,INSIDE,,1450.0,15.0,,,Gray Oat Hoodie
APPAREL,2025-01-08,6.0,Gray Oat Hoodie,Medium,OUTSIDE,,1450.0,0.0,,,Gray Oat Hoodie
APPAREL,2025-01-08,6.0,Gray Oat Hoodie,Large,INSIDE,,1450.0,15.0,,,Gray Oat Hoodie
APPAREL,2025-01-08,6.0,Gray Oat Hoodie,Large,OUTSIDE,,1450.0,0.0,,,Gray Oat Hoodie
APPAREL,2025-01-08,6.0,Gray Oat Hoodie,XL,INSIDE,,1450.0,15.0,,,Gray Oat Hoodie
APPAREL,2025-01-08,6.0,Gray Oat Hoodie,XL,OUTSIDE,,1450.0,0.0,,,Gray Oat Hoodie
APPAREL,2025-01-08,6.0,Gray Oat Hoodie,2XL,INSIDE,,1450.0,15.0,,,Gray Oat Hoodie
APPAREL,2025-01-08,6.0,Gray Oat Hoodie,2XL,OUTSIDE,,1450.0,4.0,,,Gray Oat Hoodie
APPAREL,2025-01-08,7.0,JYL Hoodie (black/yellow green inside),Medium,INSIDE,,1900.0,0.0,,,JYL Hoodie (black/yellow green inside)
APPAREL,2025-01-08,7.0,JYL Hoodie (black/yellow green inside),Medium,OUTSIDE,,1900.0,0.0,,,JYL Hoodie (black/yellow green inside)
APPAREL,2025-01-08,7.0,JYL Hoodie (black/yellow green inside),Large,INSIDE,,1900.0,12.0,,,JYL Hoodie (black/yellow green inside)
APPAREL,2025-01-08,7.0,JYL Hoodie (black/yellow green inside),Large,OUTSIDE,,1900.0,0.0,,,JYL Hoodie (black/yellow green inside)
APPAREL,2025-01-08,7.0,JYL Hoodie (black/yellow green inside),XL,INSIDE,,1900.0,13.0,,,JYL Hoodie (black/yellow green inside)
APPAREL,2025-01-08,7.0,JYL Hoodie (black/yellow green inside),XL,OUTSIDE,,1900.0,8.0,,,JYL Hoodie (black/yellow green inside)
APPAREL,2025-01-08,8.0,JYL Jacket (black/yellow green inside),Medium,INSIDE,,1900.0,0.0,,,JYL Jacket (black/yellow green inside)
APPAREL,2025-01-08,8.0,JYL Jacket (black/yellow green inside),Medium,OUTSIDE,,1900.0,2.0,,,JYL Jacket (black/yellow green inside)
APPAREL,2025-01-08,8.0,JYL Jacket (black/yellow green inside),Large,INSIDE,,1900.0,2.0,,,JYL Jacket (black/yellow green inside)
APPAREL,2025-01-08,8.0,JYL Jacket (black/yellow green inside),Large,OUTSIDE,,1900.0,1.0,,,JYL Jacket (black/yellow green inside)
APPAREL,2025-01-08,8.0,JYL Jacket (black/yellow green inside),XL,INSIDE,,1900.0,6.0,,,JYL Jacket (black/yellow green inside)
APPAREL,2025-01-08,8.0,JYL Jacket (black/yellow green inside),XL,OUTSIDE,,1900.0,4.0,,,JYL Jacket (black/yellow green inside)
APPAREL,2025-01-08,9.0,JYL Hoodie (white/green/yellow,Medium,INSIDE,,1900.0,0.0,,,JYL Hoodie (white/green/yellow
APPAREL,2025-01-08,9.0,JYL Hoodie (white/green/yellow,Medium,OUTSIDE,,1900.0,0.0,,,JYL Hoodie (white/green/yellow
APPAREL,2025-01-08,9.0,JYL Hoodie (white/green/yellow,Large,INSIDE,,1900.0,0.0,,,JYL Hoodie (white/green/yellow
APPAREL,2025-01-08,9.0,JYL Hoodie (white/green/yellow,Large,OUTSIDE,,1900.0,0.0,,,JYL Hoodie (white/green/yellow
APPAREL,2025-01-08,9.0,JYL Hoodie (white/green/yellow,XL,INSIDE,,1900.0,16.0,,,JYL Hoodie (white/green/yellow
APPAREL,2025-01-08,9.0,JYL Hoodie (white/green/yellow,XL,OUTSIDE,,1900.0,0.0,,,JYL Hoodie (white/green/yellow
APPAREL,2025-01-08,9.0,JYL Hoodie (white/green/yellow,2XL,INSIDE,,1900.0,0.0,,,JYL Hoodie (white/green/yellow
APPAREL,2025-01-08,9.0,JYL Hoodie (white/green/yellow,2XL,OUTSIDE,,1900.0,0.0,,,JYL Hoodie (white/green/yellow
APPAREL,2025-01-08,10.0,JYL Light Yellow Hoodie,Medium,INSIDE,,1900.0,7.0,,,JYL Light Yellow Hoodie
APPAREL,2025-01-08,10.0,JYL Light Yellow Hoodie,Medium,OUTSIDE,,1900.0,0.0,,,JYL Light Yellow Hoodie
APPAREL,2025-01-08,12.0,Varsity Hoodie,Small,INSIDE,,2100.0,0.0,,,Varsity Hoodie
APPAREL,2025-01-08,12.0,Varsity Hoodie,Small,OUTSIDE,,2100.0,9.0,,,Varsity Hoodie
APPAREL,2025-01-08,12.0,Varsity Hoodie,Medium,INSIDE,,2100.0,2.0,,,Varsity Hoodie
APPAREL,2025-01-08,12.0,Varsity Hoodie,Medium,OUTSIDE,,2100.0,0.0,,,Varsity Hoodie
APPAREL,2025-01-08,12.0,Varsity Hoodie,XL,INSIDE,,2100.0,1.0,,,Varsity Hoodie
APPAREL,2025-01-08,12.0,Varsity Hoodie,XL,OUTSIDE,,2100.0,2.0,,,Varsity Hoodie
APPAREL,2025-01-08,12.0,Varsity Hoodie,2XL,INSIDE,,2100.0,0.0,,,Varsity Hoodie
APPAREL,2025-01-08,12.0,Varsity Hoodie,2XL,OUTSIDE,,2100.0,2.0,,,Varsity Hoodie
APPAREL,2025-01-08,13.0,White Hoodie w/ gold tiger head,XS,INSIDE,,1200.0,10.0,,,White Hoodie w/ gold tiger head
APPAREL,2025-01-08,13.0,White Hoodie w/ gold tiger head,XS,OUTSIDE,,1200.0,0.0,,,White Hoodie w/ gold tiger head
APPAREL,2025-01-08,13.0,White Hoodie w/ gold tiger head,Small,INSIDE,,1200.0,7.0,,,White Hoodie w/ gold tiger head
APPAREL,2025-01-08,13.0,White Hoodie w/ gold tiger head,Small,OUTSIDE,,1200.0,0.0,,,White Hoodie w/ gold tiger head
APPAREL,2025-01-08,13.0,White Hoodie w/ gold tiger head,2XL,INSIDE,,1200.0,1.0,,,White Hoodie w/ gold tiger head
APPAREL,2025-01-08,13.0,White Hoodie w/ gold tiger head,2XL,OUTSIDE,,1200.0,0.0,,,White Hoodie w/ gold tiger head
APPAREL,2025-01-08,14.0,White Hoodie w/ black tiger head,XS,INSIDE,,1200.0,3.0,,,White Hoodie w/ black tiger head
APPAREL,2025-01-08,14.0,White Hoodie w/ black tiger head,XS,OUTSIDE,,1200.0,0.0,,,White Hoodie w/ black tiger head
APPAREL,2025-01-08,14.0,White Hoodie w/ black tiger head,Small,INSIDE,,1200.0,9.0,,,White Hoodie w/ black tiger head
APPAREL,2025-01-08,14.0,White Hoodie w/ black tiger head,Small,OUTSIDE,,1200.0,0.0,,,White Hoodie w/ black tiger head
APPAREL,2025-01-08,14.0,White Hoodie w/ black tiger head,Medium,INSIDE,,1200.0,4.0,,,White Hoodie w/ black tiger head
APPAREL,2025-01-08,14.0,White Hoodie w/ black tiger head,Meidum,OUTSIDE,,1200.0,0.0,,,White Hoodie w/ black tiger head
APPAREL,2025-01-08,14.0,White Hoodie w/ black tiger head,Large,INSIDE,,1200.0,9.0,,,White Hoodie w/ black tiger head
APPAREL,2025-01-08,14.0,White Hoodie w/ black tiger head,Large,OUTSIDE,,1200.0,0.0,,,White Hoodie w/ black tiger head
APPAREL,2025-01-08,14.0,White Hoodie w/ black tiger head,2XL,INSIDE,,1200.0,3.0,,,White Hoodie w/ black tiger head
APPAREL,2025-01-08,14.0,White Hoodie w/ black tiger head,2XL,OUTSIDE,,1200.0,0.0,,,White Hoodie w/ black tiger head
APPAREL,2025-01-08,15.0,White Hoodie w/ Gold TIgers  Lettering,Medium,INSIDE,,1200.0,6.0,,,White Hoodie w/ Gold TIgers Lettering
APPAREL,2025-01-08,15.0,White Hoodie w/ Gold TIgers  Lettering,Medium,OUTSIDE,,1200.0,0.0,,,White Hoodie w/ Gold TIgers Lettering
APPAREL,2025-01-08,15.0,White Hoodie w/ Gold TIgers  Lettering,Large,INSIDE,,1200.0,0.0,,,White Hoodie w/ Gold TIgers Lettering
APPAREL,2025-01-08,15.0,White Hoodie w/ Gold TIgers  Lettering,Large,OUTSIDE,,1200.0,0.0,,,White Hoodie w/ Gold TIgers Lettering
APPAREL,2025-01-08,16.0,Black Hoodie w/ Tigers Lettering,Medium,INSIDE,,1200.0,0.0,,,Black Hoodie w/ Tigers Lettering
APPAREL,2025-01-08,16.0,Black Hoodie w/ Tigers Lettering,Medium,OUTSIDE,,1200.0,0.0,,,Black Hoodie w/ Tigers Lettering
APPAREL,2025-01-08,17.0,Yellow Hoodie w/ Tigers Lettering,Medium,INSIDE,,1200.0,10.0,,,Yellow Hoodie w/ Tigers Lettering
APPAREL,2025-01-08,17.0,Yellow Hoodie w/ Tigers Lettering,Medium,OUTSIDE,,1200.0,0.0,,,Yellow Hoodie w/ Tigers Lettering
APPAREL,2025-01-08,18.0,Yellow Hoodie w/ black tiger head,Small,INSIDE,,1200.0,0.0,,,Yellow Hoodie w/ black tiger head
APPAREL,2025-01-08,18.0,Yellow Hoodie w/ black tiger head,Small,OUTSIDE,,1200.0,0.0,,,Yellow Hoodie w/ black tiger head
APPAREL,2025-01-08,18.0,Yellow Hoodie w/ black tiger head,Medium,INSIDE,,1200.0,0.0,,,Yellow Hoodie w/ black tiger head
APPAREL,2025-01-08,18.0,Yellow Hoodie w/ black tiger head,Medium,OUTSIDE,,1200.0,0.0,,,Yellow Hoodie w/ black tiger head
APPAREL,2025-01-08,19.0,Black Happy Tiger,XS,INSIDE,,450.0,13.0,,,Black Happy Tiger
APPAREL,2025-01-08,19.0,Black Happy Tiger,XS,OUTSIDE,,450.0,6.0,,,Black Happy Tiger
APPAREL,2025-01-08,19.0,Black Happy Tiger,Small,INSIDE,,450.0,13.0,,,Black Happy Tiger
APPAREL,2025-01-08,19.0,Black Happy Tiger,Small,OUTSIDE,,450.0,8.0,,,Black Happy Tiger
APPAREL,2025-01-08,19.0,Black Happy Tiger,Medium,INSIDE,,450.0,25.0,,,Black Happy Tiger
APPAREL,2025-01-08,19.0,Black Happy Tiger,Medium,OUTSIDE,,450.0,2.0,,,Black Happy Tiger
APPAREL,2025-01-08,19.0,Black Happy Tiger,Large,INSIDE,,450.0,33.0,,,Black Happy Tiger
APPAREL,2025-01-08,19.0,Black Happy Tiger,Large,OUTSIDE,,450.0,0.0,,,Black Happy Tiger
APPAREL,2025-01-08,19.0,Black Happy Tiger,XL,INSIDE,,450.0,23.0,,,Black Happy Tiger
APPAREL,2025-01-08,19.0,Black Happy Tiger,XL,OUTSIDE,,450.0,4.0,,,Black Happy Tiger
APPAREL,2025-01-08,19.0,Black Happy Tiger,2XL,INSIDE,,450.0,18.0,,,Black Happy Tiger
APPAREL,2025-01-08,19.0,Black Happy Tiger,2XL,OUTSIDE,,450.0,4.0,,,Black Happy Tiger
APPAREL,2025-01-08,19.0,Black Happy Tiger,3XL,INSIDE,,450.0,14.0,,,Black Happy Tiger
APPAREL,2025-01-08,19.0,Black Happy Tiger,3XL,OUTSIDE,,450.0,4.0,,,Black Happy Tiger
APPAREL,2025-01-08,20.0,Yellow Happy Tiger,XS,INSIDE,,450.0,23.0,,,Yellow Happy Tiger
APPAREL,2025-01-08,20.0,Yellow Happy Tiger,XS,OUTSIDE,,450.0,6.0,,,Yellow Happy Tiger
APPAREL,2025-01-08,20.0,Yellow Happy Tiger,Small,INSIDE,,450.0,30.0,,,Yellow Happy Tiger
APPAREL,2025-01-08,20.0,Yellow Happy Tiger,Small,OUTSIDE,,450.0,14.0,,,Yellow Happy Tiger
APPAREL,2025-01-08,20.0,Yellow Happy Tiger,Medium,INSIDE,,450.0,17.0,,,Yellow Happy Tiger
APPAREL,2025-01-08,20.0,Yellow Happy Tiger,Medium,OUTSIDE,,450.0,11.0,,,Yellow Happy Tiger
APPAREL,2025-01-08,20.0,Yellow Happy Tiger,Large,INSIDE,,450.0,26.0,,,Yellow Happy Tiger
APPAREL,2025-01-08,20.0,Yellow Happy Tiger,Large,OUTSIDE,,450.0,17.0,,,Yellow Happy Tiger
APPAREL,2025-01-08,20.0,Yellow Happy Tiger,XL,INSIDE,,450.0,20.0,,,Yellow Happy Tiger
APPAREL,2025-01-08,20.0,Yellow Happy Tiger,XL,OUTSIDE,,450.0,1.0,,,Yellow Happy Tiger
APPAREL,2025-01-08,20.0,Yellow Happy Tiger,2XL,INSIDE,,450.0,26.0,,,Yellow Happy Tiger
APPAREL,2025-01-08,20.0,Yellow Happy Tiger,2XL,OUTSIDE,,450.0,16.0,,,Yellow Happy Tiger
APPAREL,2025-01-08,21.0,Black Oat Shirt,XS,INSIDE,,375.0,30.0,,,Black Oat Shirt
APPAREL,2025-01-08,21.0,Black Oat Shirt,XS,OUTSIDE,,375.0,6.0,,,Black Oat Shirt
APPAREL,2025-01-08,21.0,Black Oat Shirt,Small,INSIDE,,375.0,27.0,,,Black Oat Shirt
APPAREL,2025-01-08,21.0,Black Oat Shirt,Small,OUTSIDE,,375.0,12.0,,,Black Oat Shirt
APPAREL,2025-01-08,21.0,Black Oat Shirt,Medium,INSIDE,,375.0,10.0,,,Black Oat Shirt
APPAREL,2025-01-08,21.0,Black Oat Shirt,Medium,OUTSIDE,,375.0,0.0,,,Black Oat Shirt
APPAREL,2025-01-08,21.0,Black Oat Shirt,Large,INSIDE,,375.0,10.0,,,Black Oat Shirt
APPAREL,2025-01-08,21.0,Black Oat Shirt,Large,OUTSIDE,,375.0,0.0,,,Black Oat Shirt
APPAREL,2025-01-08,21.0,Black Oat Shirt,XL,INSIDE,,375.0,13.0,,,Black Oat Shirt
APPAREL,2025-01-08,21.0,Black Oat Shirt,XL,OUTSIDE,,375.0,2.0,,,Black Oat Shirt
APPAREL,2025-01-08,21.0,Black Oat Shirt,2XL,INSIDE,,375.0,23.0,,,Black Oat Shirt
APPAREL,2025-01-08,21.0,Black Oat Shirt,2XL,OUTSIDE,,375.0,1.0,,,Black Oat Shirt
APPAREL,2025-01-08,21.0,Black Oat Shirt,3XL,INSIDE,,375.0,24.0,,,Black Oat Shirt
APPAREL,2025-01-08,21.0,Black Oat Shirt,3XL,OUTSIDE,,375.0,2.0,,,Black Oat Shirt
APPAREL,2025-01-08,22.0,Yellow Oat Shirt,XS,INSIDE,,375.0,16.0,,,Yellow Oat Shirt
APPAREL,2025-01-08,22.0,Yellow Oat Shirt,XS,OUTSIDE,,375.0,8.0,,,Yellow Oat Shirt
APPAREL,2025-01-08,22.0,Yellow Oat Shirt,Small,INSIDE,,375.0,19.0,,,Yellow Oat Shirt
APPAREL,2025-01-08,22.0,Yellow Oat Shirt,Small,OUTSIDE,,375.0,9.0,,,Yellow Oat Shirt
APPAREL,2025-01-08,22.0,Yellow Oat Shirt,Medium,INSIDE,,375.0,33.0,,,Yellow Oat Shirt
APPAREL,2025-01-08,22.0,Yellow Oat Shirt,Medium,OUTSIDE,,375.0,1.0,,,Yellow Oat Shirt
APPAREL,2025-01-08,22.0,Yellow Oat Shirt,Large,INSIDE,,375.0,28.0,,,Yellow Oat Shirt
APPAREL,2025-01-08,22.0,Yellow Oat Shirt,Large,OUTSIDE,,375.0,2.0,,,Yellow Oat Shirt
APPAREL,2025-01-08,22.0,Yellow Oat Shirt,XL,INSIDE,,375.0,47.0,,,Yellow Oat Shirt
APPAREL,2025-01-08,22.0,Yellow Oat Shirt,XL,OUTSIDE,,375.0,3.0,,,Yellow Oat Shirt
APPAREL,2025-01-08,22.0,Yellow Oat Shirt,2XL,INSIDE,,375.0,44.0,,,Yellow Oat Shirt
APPAREL,2025-01-08,22.0,Yellow Oat Shirt,2XL,OUTSIDE,,375.0,6.0,,,Yellow Oat Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,XS,INSIDE,,450.0,29.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,XS,OUTSIDE,,450.0,4.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,Small,INSIDE,,450.0,27.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,Small,OUTSIDE,,450.0,6.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,Medium,INSIDE,,450.0,40.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,Medium,OUTSIDE,,450.0,4.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,Large,INSIDE,,450.0,40.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,Large,OUTSIDE,,450.0,0.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,XL,INSIDE,,450.0,40.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,XL,OUTSIDE,,450.0,3.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,2XL,INSIDE,,450.0,15.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,2XL,OUTSIDE,,450.0,0.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,3XL,INSIDE,,450.0,25.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,3XL,OUTSIDE,,450.0,7.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,4XL,INSIDE,,450.0,13.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,4 XL,OUTSIDE,,450.0,5.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,5XL,INSIDE,,450.0,16.0,,,Black Sporty Shirt
APPAREL,2025-01-08,23.0,Black Sporty Shirt,5XL,OUTSIDE,,450.0,4.0,,,Black Sporty Shirt
APPAREL,2025-01-08,24.0,Yellow Sporty Shirt,XS,INSIDE,,450.0,38.0,,,Yellow Sporty Shirt
APPAREL,2025-01-08,24.0,Yellow Sporty Shirt,XS,OUTSIDE,,450.0,14.0,,,Yellow Sporty Shirt
APPAREL,2025-01-08,24.0,Yellow Sporty Shirt,Small,INSIDE,,450.0,20.0,,,Yellow Sporty Shirt
APPAREL,2025-01-08,24.0,Yellow Sporty Shirt,Small,OUTSIDE,,450.0,9.0,,,Yellow Sporty Shirt
APPAREL,2025-01-08,24.0,Yellow Sporty Shirt,Medium,INSIDE,,450.0,40.0,,,Yellow Sporty Shirt
APPAREL,2025-01-08,24.0,Yellow Sporty Shirt,Medium,OUTSIDE,,450.0,6.0,,,Yellow Sporty Shirt
APPAREL,2025-01-08,24.0,Yellow Sporty Shirt,Large,INSIDE,,450.0,32.0,,,Yellow Sporty Shirt
APPAREL,2025-01-08,24.0,Yellow Sporty Shirt,Large,OUTSIDE,,450.0,1.0,,,Yellow Sporty Shirt
APPAREL,2025-01-08,24.0,Yellow Sporty Shirt,XL,INSIDE,,450.0,18.0,,,Yellow Sporty Shirt
APPAREL,2025-01-08,24.0,Yellow Sporty Shirt,XL,OUTSIDE,,450.0,6.0,,,Yellow Sporty Shirt
APPAREL,2025-01-08,24.0,Yellow Sporty Shirt,2XL,INSIDE,,450.0,9.0,,,Yellow Sporty Shirt
APPAREL,2025-01-08,24.0,Yellow Sporty Shirt,2XL,OUTSIDE,,450.0,8.0,,,Yellow Sporty Shirt
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,XS,INSIDE,,450.0,27.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,XS,OUTSIDE,,450.0,9.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,Small,INSIDE,,450.0,40.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,Small,OUTSIDE,,450.0,5.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,Medium,INSIDE,,450.0,25.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,Medium,OUTSIDE,,450.0,4.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,Large,INSIDE,,450.0,12.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,Large,OUTSIDE,,450.0,6.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,XL,INSIDE,,450.0,30.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,XL,OUTSIDE,,450.0,1.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,2XL,INSIDE,,450.0,40.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,2XL,OUTSIDE,,450.0,7.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,3XL,INSIDE,,450.0,10.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,3XL,OUTSIDE,,450.0,6.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,4XL,INSIDE,,450.0,9.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,25.0,Yelow Tiger Pattern,4XL,OUTSIDE,,450.0,5.0,,,Yelow Tiger Pattern
APPAREL,2025-01-08,26.0,White Blaze Polo Shirt,Small,INSIDE,,800.0,0.0,,,White Blaze Polo Shirt
APPAREL,2025-01-08,26.0,White Blaze Polo Shirt,Small,OUTSIDE,,800.0,1.0,,,White Blaze Polo Shirt
APPAREL,2025-01-08,26.0,White Blaze Polo Shirt,Medium,INSIDE,,800.0,0.0,,,White Blaze Polo Shirt
APPAREL,2025-01-08,26.0,White Blaze Polo Shirt,Medium,OUTSIDE,,800.0,2.0,,,White Blaze Polo Shirt
APPAREL,2025-01-08,26.0,White Blaze Polo Shirt,XL,INSIDE,,800.0,0.0,,,White Blaze Polo Shirt
